"ID","YEAR","MAKE","MODEL","VEHICLE CLASS","ENGINE SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL CONSUMPTION","COMB (mpg)","EMISSIONS"
276,2000,"FORD","WINDSTAR VAN","VAN - CARGO",3.80,6,"A4","X",13.30,24,267
277,2000,"FORD","WINDSTAR WAGON","MINIVAN",3.00,6,"A4","X",14.00,24,274
278,2000,"FORD","WINDSTAR WAGON","MINIVAN",3.80,6,"A4","X",13.90,24,274
279,2000,"GMC","C1500 SIERRA","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.90,20,324
280,2000,"GMC","C1500 SIERRA","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",16.70,19,338
281,2000,"GMC","C1500 SIERRA","PICKUP TRUCK - STANDARD",4.80,8,"A4","X",14.60,22,294
282,2000,"GMC","C1500 SIERRA","PICKUP TRUCK - STANDARD",4.80,8,"M5","X",17.10,20,331
283,2000,"GMC","C1500 SIERRA","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",15.00,22,301
284,2000,"GMC","C1500 YUKON","SUV",4.80,8,"A4","X",16.90,19,345
285,2000,"GMC","C1500 YUKON","SUV",5.30,8,"A4","X",17.10,19,345
286,2000,"GMC","C1500 YUKON XL","SUV",5.30,8,"A4","X",17.10,19,345
287,2000,"GMC","C2500 SIERRA","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",16.10,20,329
288,2000,"GMC","C2500 SIERRA","PICKUP TRUCK - STANDARD",6.00,8,"A4","X",19.40,17,384
289,2000,"GMC","G15/G25 SAVANA CARGO","VAN - CARGO",4.30,6,"A4","X",16.00,20,327
290,2000,"GMC","G15/G25 SAVANA CARGO","VAN - CARGO",5.00,8,"A4","X",16.40,20,329
291,2000,"GMC","G15/G25 SAVANA CARGO","VAN - CARGO",5.70,8,"A4","X",17.30,19,350
292,2000,"GMC","G1500/G2500 SAVANA PASSENGER","VAN - PASSENGER",4.30,6,"A4","X",16.50,19,336
293,2000,"GMC","G1500/G2500 SAVANA PASSENGER","VAN - PASSENGER",5.00,8,"A4","X",16.50,19,334
294,2000,"GMC","G1500/G2500 SAVANA PASSENGER","VAN - PASSENGER",5.70,8,"A4","X",18.70,17,377
295,2000,"GMC","JIMMY","SUV",4.30,6,"A4","X",14.50,22,294
296,2000,"GMC","JIMMY","SUV",4.30,6,"M5","X",14.60,23,288
297,2000,"GMC","JIMMY 4X4","SUV",4.30,6,"A4","X",15.30,21,308
298,2000,"GMC","JIMMY 4X4","SUV",4.30,6,"M5","X",16.90,19,343
299,2000,"GMC","K1500 SIERRA 4X4","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.30,21,308
300,2000,"GMC","K1500 SIERRA 4X4","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",16.90,19,343
301,2000,"GMC","K1500 SIERRA 4X4","PICKUP TRUCK - STANDARD",4.80,8,"A4","X",15.60,20,322
302,2000,"GMC","K1500 SIERRA 4X4","PICKUP TRUCK - STANDARD",4.80,8,"M5","X",18.30,18,361
303,2000,"GMC","K1500 SIERRA 4X4","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",16.20,20,331
304,2000,"GMC","K1500 YUKON 4X4","SUV",4.80,8,"A4","X",16.90,19,345
305,2000,"GMC","K1500 YUKON 4X4","SUV",5.30,8,"A4","X",17.10,19,347
306,2000,"GMC","K1500 YUKON 4X4","SUV",5.70,8,"A4","X",19.20,17,382
307,2000,"GMC","SAFARI CARGO","VAN - CARGO",4.30,6,"A4","X",14.50,22,294
308,2000,"GMC","SAFARI CARGO AWD","VAN - CARGO",4.30,6,"A4","X",15.30,21,308
309,2000,"GMC","SAFARI PASSENGER","VAN - PASSENGER",4.30,6,"A4","X",15.90,20,324
310,2000,"GMC","SAFARI PASSENGER AWD","VAN - PASSENGER",4.30,6,"A4","X",15.70,20,317
311,2000,"GMC","SONOMA","PICKUP TRUCK - SMALL",2.20,4,"A4","X",12.30,27,242
312,2000,"GMC","SONOMA","PICKUP TRUCK - SMALL",2.20,4,"M5","X",10.80,30,214
313,2000,"GMC","SONOMA","PICKUP TRUCK - SMALL",4.30,6,"A4","X",13.80,24,276
314,2000,"GMC","SONOMA","PICKUP TRUCK - SMALL",4.30,6,"M5","X",14.50,23,283
315,2000,"GMC","SONOMA 4X4","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.10,21,304
316,2000,"GMC","SONOMA 4X4","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",14.60,22,290
317,2000,"HONDA","ACCORD","MID-SIZE",3.00,6,"A4","X",11.50,29,225
318,2000,"HONDA","ACCORD DX","MID-SIZE",2.30,4,"A4","X",10.80,30,214
319,2000,"HONDA","ACCORD DX","MID-SIZE",2.30,4,"M5","X",10.10,32,202
320,2000,"HONDA","ACCORD EX/LX","MID-SIZE",2.30,4,"A4","X",10.40,32,205
321,2000,"HONDA","ACCORD EX/LX","MID-SIZE",2.30,4,"M5","X",9.40,34,189
322,2000,"HONDA","CIVIC COUPE Si","SUBCOMPACT",1.60,4,"A4","X",9.20,35,186
323,2000,"HONDA","CIVIC COUPE Si","SUBCOMPACT",1.60,4,"M5","X",8.50,37,175
324,2000,"HONDA","CIVIC COUPE SiR","SUBCOMPACT",1.60,4,"M5","Z",9.50,34,193
325,2000,"HONDA","CIVIC CX/DX/LX/EX","SUBCOMPACT",1.60,4,"A4","X",8.70,38,172
326,2000,"HONDA","CIVIC CX/DX/LX/EX","SUBCOMPACT",1.60,4,"M5","X",7.60,42,156
327,2000,"HONDA","CR-V","SUV",2.00,4,"A4","X",11.00,28,232
328,2000,"HONDA","CR-V","SUV",2.00,4,"M5","X",11.00,28,232
329,2000,"HONDA","INSIGHT","SUBCOMPACT",1.00,3,"M5","X",3.90,78,83
330,2000,"HONDA","ODYSSEY","MINIVAN",3.50,6,"A4","X",13.30,25,255
331,2000,"HONDA","PRELUDE","SUBCOMPACT",2.20,4,"AS4","Z",11.20,29,225
332,2000,"HONDA","PRELUDE","SUBCOMPACT",2.20,4,"M5","Z",10.60,30,218
333,2000,"HONDA","S2000","SUBCOMPACT",2.00,4,"M6","Z",11.60,28,235
334,2000,"HYUNDAI","ACCENT","COMPACT",1.50,4,"A4","X",9.20,36,179
335,2000,"HYUNDAI","ACCENT","COMPACT",1.50,4,"M5","X",8.40,39,168
336,2000,"HYUNDAI","ELANTRA","COMPACT",2.00,4,"A4","X",10.80,31,209
337,2000,"HYUNDAI","ELANTRA","COMPACT",2.00,4,"M5","X",9.90,34,193
338,2000,"HYUNDAI","ELANTRA WAGON","STATION WAGON - SMALL",2.00,4,"A4","X",11.00,30,214
339,2000,"HYUNDAI","ELANTRA WAGON","STATION WAGON - SMALL",2.00,4,"M5","X",10.00,33,196
340,2000,"HYUNDAI","SONATA 2.4L","MID-SIZE",2.40,4,"A4","X",11.50,29,225
341,2000,"HYUNDAI","SONATA 2.5L","MID-SIZE",2.50,6,"A4","X",11.70,29,228
342,2000,"HYUNDAI","TIBURON","SUBCOMPACT",2.00,4,"A4","X",10.80,31,212
343,2000,"HYUNDAI","TIBURON","SUBCOMPACT",2.00,4,"M5","X",10.00,33,196
344,2000,"INFINITI","G20","COMPACT",2.00,4,"A4","X",10.20,32,202
345,2000,"INFINITI","G20","COMPACT",2.00,4,"M5","X",10.00,33,198
346,2000,"INFINITI","I30","MID-SIZE",3.00,6,"A4","X",11.90,28,232
347,2000,"INFINITI","QX4 4X4","SUV",3.30,6,"A4","X",15.90,20,322
348,2000,"ISUZU","HOMBRE","PICKUP TRUCK - SMALL",2.20,4,"A4","X",12.30,27,242
349,2000,"ISUZU","HOMBRE","PICKUP TRUCK - SMALL",2.20,4,"M5","X",10.80,30,214
350,2000,"ISUZU","HOMBRE","PICKUP TRUCK - SMALL",4.30,6,"A4","X",13.80,24,276
351,2000,"ISUZU","HOMBRE 4X4","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.10,21,304
352,2000,"ISUZU","RODEO 4X4","SUV",3.20,6,"A4","X",14.90,22,301
353,2000,"ISUZU","RODEO 4X4","SUV",3.20,6,"M5","X",15.10,21,306
354,2000,"ISUZU","TROOPER 4X4","SUV",3.50,6,"A4","X",16.00,20,322
355,2000,"ISUZU","TROOPER 4X4","SUV",3.50,6,"M5","X",16.10,20,324
356,2000,"JAGUAR","S-TYPE V6","MID-SIZE",3.00,6,"A5","Z",13.20,26,253
357,2000,"JAGUAR","S-TYPE V8","MID-SIZE",4.00,8,"A5","Z",13.70,24,271
358,2000,"JAGUAR","VANDEN PLAS","MID-SIZE",4.00,8,"A5","Z",13.90,24,267
359,2000,"JAGUAR","VANDEN PLAS SUPERCHARGED","MID-SIZE",4.00,8,"A5","Z",14.90,22,292
360,2000,"JAGUAR","XJ8","COMPACT",4.00,8,"A5","Z",13.90,24,267
361,2000,"JAGUAR","XJR #","COMPACT",4.00,8,"A5","Z",14.80,22,290
362,2000,"JAGUAR","XK8","SUBCOMPACT",4.00,8,"A5","Z",13.80,24,267
363,2000,"JAGUAR","XK8 CONVERTIBLE","MINICOMPACT",4.00,8,"A5","Z",13.90,24,269
364,2000,"JAGUAR","XKR #","SUBCOMPACT",4.00,8,"A5","Z",14.10,24,276
365,2000,"JAGUAR","XKR CONVERTIBLE #","MINICOMPACT",4.00,8,"A5","Z",14.60,23,285
366,2000,"JEEP","CHEROKEE 4X4","SUV",4.00,6,"A4","X",14.90,22,297
367,2000,"JEEP","CHEROKEE 4X4","SUV",4.00,6,"M5","X",13.80,23,278
368,2000,"JEEP","GRAND CHEROKEE 4X4","SUV",4.00,6,"A4","X",14.80,22,297
369,2000,"JEEP","GRAND CHEROKEE 4X4","SUV",4.70,8,"A4","X",16.20,20,322
370,2000,"JEEP","TJ 4X4","SUV",2.50,4,"A3","X",14.90,21,313
371,2000,"JEEP","TJ 4X4","SUV",2.50,4,"M5","X",13.10,24,276
372,2000,"JEEP","TJ 4X4","SUV",4.00,6,"A3","X",15.60,20,324
373,2000,"JEEP","TJ 4X4","SUV",4.00,6,"M5","X",15.00,21,306
374,2000,"KIA","SEPHIA","COMPACT",1.80,4,"A4","X",10.30,32,205
375,2000,"KIA","SEPHIA","COMPACT",1.80,4,"M5","X",9.80,32,205
376,2000,"KIA","SPORTAGE 4X4","SUV",2.00,4,"A4","X",11.90,25,258
377,2000,"KIA","SPORTAGE 4X4","SUV",2.00,4,"M5","X",11.30,26,248
378,2000,"LAND ROVER","DISCOVERY SERIES II 4X4","SUV",4.00,8,"A4","Z",17.70,18,354
379,2000,"LAND ROVER","DISCOVERY SERIES II 4X4","SUV",4.00,8,"A4","Z",17.70,18,354
380,2000,"LAND ROVER","RANGE ROVER 4X4","SUV",4.00,8,"A4","Z",17.70,18,354
381,2000,"LAND ROVER","RANGE ROVER 4X4","SUV",4.60,8,"A4","Z",20.10,16,407
382,2000,"LEXUS","ES 300","COMPACT",3.00,6,"A4","X",12.30,27,242
383,2000,"LEXUS","GS 300","MID-SIZE",3.00,6,"A5","Z",12.20,27,244
384,2000,"LEXUS","GS 400","MID-SIZE",4.00,8,"A5","Z",13.40,25,262
385,2000,"LEXUS","LS 400","MID-SIZE",4.00,8,"A5","Z",12.70,26,251
386,2000,"LEXUS","LX 470","SUV",4.70,8,"A4","X",17.50,18,359
387,2000,"LEXUS","RX 300","SUV",3.00,6,"A4","X",12.60,25,255
388,2000,"LEXUS","RX 300 4X4","SUV",3.00,6,"A4","X",12.80,25,262
389,2000,"LINCOLN","CONTINENTAL","FULL-SIZE",4.60,8,"A4","Z",13.60,25,262
390,2000,"LINCOLN","LS","MID-SIZE",3.00,6,"A5","X",13.80,24,267
391,2000,"LINCOLN","LS","MID-SIZE",3.00,6,"M5","X",13.90,24,267
392,2000,"LINCOLN","LS","MID-SIZE",3.90,8,"A5","X",14.20,24,274
393,2000,"LINCOLN","NAVIGATOR 4X4","SUV",5.40,8,"A4","Z",19.40,17,382
394,2000,"LINCOLN","TOWN CAR","FULL-SIZE",4.60,8,"A4","X",13.70,25,264
395,2000,"MAZDA","626","MID-SIZE",2.00,4,"A4","X",11.20,29,223
396,2000,"MAZDA","626","MID-SIZE",2.00,4,"M5","X",9.30,34,189
397,2000,"MAZDA","626","MID-SIZE",2.50,6,"A4","Z",12.20,27,242
398,2000,"MAZDA","626","MID-SIZE",2.50,6,"M5","Z",11.80,27,237
399,2000,"MAZDA","B3000","PICKUP TRUCK - STANDARD",3.00,6,"A4","X",14.00,24,276
400,2000,"MAZDA","B3000","PICKUP TRUCK - STANDARD",3.00,6,"M5","X",14.50,23,283
401,2000,"MAZDA","B4000","PICKUP TRUCK - STANDARD",4.00,6,"A5","X",15.40,21,315
402,2000,"MAZDA","B4000","PICKUP TRUCK - STANDARD",4.00,6,"M5","X",13.90,23,281
403,2000,"MAZDA","B4000 4X4","PICKUP TRUCK - STANDARD",4.00,6,"A5","X",15.50,21,313
404,2000,"MAZDA","B4000 4X4","PICKUP TRUCK - STANDARD",4.00,6,"M5","X",14.80,22,301
405,2000,"MAZDA","MILLENIA","COMPACT",2.50,6,"A4","Z",12.30,27,242
406,2000,"MAZDA","MILLENIA #","COMPACT",2.30,6,"A4","Z",12.20,27,237
407,2000,"MAZDA","MPV","MINIVAN",2.50,6,"A4","X",13.60,24,274
408,2000,"MAZDA","MX-5 MIATA","SUBCOMPACT",1.80,4,"A4","X",10.50,31,212
409,2000,"MAZDA","MX-5 MIATA","SUBCOMPACT",1.80,4,"M5","X",9.70,32,200
410,2000,"MAZDA","MX-5 MIATA","SUBCOMPACT",1.80,4,"M6","X",10.10,31,207
411,2000,"MAZDA","PROTEGE","COMPACT",1.60,4,"A4","X",9.30,34,189
412,2000,"MAZDA","PROTEGE","COMPACT",1.60,4,"M5","X",8.50,37,177
413,2000,"MAZDA","PROTEGE","COMPACT",1.80,4,"A4","X",9.80,33,198
414,2000,"MAZDA","PROTEGE","COMPACT",1.80,4,"M5","X",8.90,36,182
415,2000,"MERCEDES-BENZ","C 230 KOMPRESSOR #","COMPACT",2.30,4,"A5","Z",11.00,30,216
416,2000,"MERCEDES-BENZ","C 280","COMPACT",2.80,6,"A5","Z",11.20,29,225
417,2000,"MERCEDES-BENZ","C 43 AMG","COMPACT",4.30,8,"A5","Z",13.10,25,264
418,2000,"MERCEDES-BENZ","CLK 320","SUBCOMPACT",3.20,6,"A5","Z",11.40,29,221
419,2000,"MERCEDES-BENZ","CLK 320 CABRIOLET","MINICOMPACT",3.20,6,"A5","Z",12.10,28,235
420,2000,"MERCEDES-BENZ","CLK 430","SUBCOMPACT",4.30,8,"A5","Z",12.80,26,253
421,2000,"MERCEDES-BENZ","CLK 430 CABRIOLET","MINICOMPACT",4.30,8,"A5","Z",13.60,25,264
422,2000,"MERCEDES-BENZ","E 320","MID-SIZE",3.20,6,"A5","Z",11.40,29,221
423,2000,"MERCEDES-BENZ","E 320 4MATIC","MID-SIZE",3.20,6,"A5","Z",11.60,29,228
424,2000,"MERCEDES-BENZ","E 320 4MATIC WAGON","STATION WAGON - MID-SIZE",3.20,6,"A5","Z",12.00,27,237
425,2000,"MERCEDES-BENZ","E 320 WAGON","STATION WAGON - MID-SIZE",3.20,6,"A5","Z",11.70,28,232
426,2000,"MERCEDES-BENZ","E 430","MID-SIZE",4.30,8,"A5","Z",13.00,25,258
427,2000,"MERCEDES-BENZ","E 430 4MATIC","MID-SIZE",4.30,8,"A5","Z",13.50,24,269
428,2000,"MERCEDES-BENZ","E 55 AMG","MID-SIZE",5.50,8,"A5","Z",14.30,23,278
429,2000,"MERCEDES-BENZ","ML 320","SUV",3.20,6,"A5","Z",14.40,22,294
430,2000,"MERCEDES-BENZ","ML 430","SUV",4.30,8,"A5","Z",15.30,21,313
431,2000,"MERCEDES-BENZ","S 430","FULL-SIZE",4.30,8,"A5","Z",13.70,25,264
432,2000,"MERCEDES-BENZ","S 500","FULL-SIZE",5.00,8,"A5","Z",14.40,23,281
433,2000,"MERCEDES-BENZ","SL 500","SUBCOMPACT",5.00,8,"A5","Z",14.60,23,283
434,2000,"MERCEDES-BENZ","SL 600","SUBCOMPACT",6.00,12,"A5","Z",18.20,19,347
435,2000,"MERCEDES-BENZ","SLK 230 KOMPRESSOR #","SUBCOMPACT",2.30,4,"A5","Z",10.60,31,209
436,2000,"MERCEDES-BENZ","SLK 230 KOMPRESSOR #","SUBCOMPACT",2.30,4,"M5","Z",11.10,30,214
437,2000,"NISSAN","ALTIMA","COMPACT",2.40,4,"A4","X",11.30,29,223
438,2000,"NISSAN","ALTIMA","COMPACT",2.40,4,"M5","X",10.20,32,202
439,2000,"NISSAN","FRONTIER","PICKUP TRUCK - STANDARD",2.40,4,"A4","X",12.00,26,246
440,2000,"NISSAN","FRONTIER","PICKUP TRUCK - STANDARD",2.40,4,"M5","X",10.70,29,223
441,2000,"NISSAN","FRONTIER 4X4","PICKUP TRUCK - STANDARD",2.40,4,"M5","X",13.30,24,274
442,2000,"NISSAN","FRONTIER V6","PICKUP TRUCK - STANDARD",3.30,6,"A4","X",15.10,21,308
443,2000,"NISSAN","FRONTIER V6","PICKUP TRUCK - STANDARD",3.30,6,"M5","X",14.40,22,301
444,2000,"NISSAN","FRONTIER V6 4X4","PICKUP TRUCK - STANDARD",3.30,6,"A4","X",15.60,20,317
445,2000,"NISSAN","FRONTIER V6 4X4","PICKUP TRUCK - STANDARD",3.30,6,"M5","X",14.50,21,306
446,2000,"NISSAN","MAXIMA","MID-SIZE",3.00,6,"A4","X",11.90,28,232
447,2000,"NISSAN","MAXIMA","MID-SIZE",3.00,6,"M5","X",10.90,29,221
448,2000,"NISSAN","PATHFINDER 4X4","SUV",3.30,6,"A4","X",15.60,20,317
449,2000,"NISSAN","PATHFINDER 4X4","SUV",3.30,6,"M5","X",14.80,21,313
450,2000,"NISSAN","QUEST","MINIVAN",3.30,6,"A4","X",13.90,24,269
451,2000,"NISSAN","XTERRA","SUV",2.40,4,"M5","X",12.60,25,255
452,2000,"NISSAN","XTERRA V6","SUV",3.30,6,"A4","X",14.80,22,301
453,2000,"NISSAN","XTERRA V6","SUV",3.30,6,"M5","X",14.20,22,297
454,2000,"NISSAN","XTERRA V6 4X4","SUV",3.30,6,"A4","X",15.60,20,317
455,2000,"NISSAN","XTERRA V6 4X4","SUV",3.30,6,"M5","X",14.50,21,306
456,2000,"OLDSMOBILE","ALERO","COMPACT",2.40,4,"A4","X",10.70,31,209
457,2000,"OLDSMOBILE","ALERO","COMPACT",2.40,4,"M5","X",11.00,31,212
458,2000,"OLDSMOBILE","ALERO","COMPACT",3.40,6,"A4","X",12.10,29,228
459,2000,"OLDSMOBILE","INTRIGUE","MID-SIZE",3.50,6,"A4","X",13.10,26,248
460,2000,"OLDSMOBILE","SILHOUETTE","MINIVAN",3.40,6,"A4","X",12.50,26,246
461,2000,"PLYMOUTH","PROWLER","SUBCOMPACT",3.50,6,"AS4","Z",13.80,24,271
462,2000,"PONTIAC","BONNEVILLE","FULL-SIZE",3.80,6,"A4","X",12.80,27,242
463,2000,"PONTIAC","BONNEVILLE #","FULL-SIZE",3.80,6,"A4","Z",13.50,26,253
464,2000,"PONTIAC","FIREBIRD/FORMULA","SUBCOMPACT",3.80,6,"A4","X",12.40,28,235
465,2000,"PONTIAC","FIREBIRD/FORMULA","SUBCOMPACT",3.80,6,"M5","X",12.30,28,230
466,2000,"PONTIAC","FIREBIRD/FORMULA","SUBCOMPACT",5.70,8,"A4","Z",13.30,25,262
467,2000,"PONTIAC","FIREBIRD/FORMULA","SUBCOMPACT",5.70,8,"M6","Z",13.30,26,253
468,2000,"PONTIAC","FIREFLY","SUBCOMPACT",1.00,3,"M5","X",6.00,53,122
469,2000,"PONTIAC","FIREFLY","SUBCOMPACT",1.30,4,"A3","X",7.80,40,163
470,2000,"PONTIAC","FIREFLY","SUBCOMPACT",1.30,4,"M5","X",6.40,50,131
471,2000,"PONTIAC","GRAND AM","COMPACT",2.40,4,"A4","X",10.70,31,209
472,2000,"PONTIAC","GRAND AM","COMPACT",2.40,4,"M5","X",11.00,31,212
473,2000,"PONTIAC","GRAND AM","COMPACT",3.40,6,"A4","X",12.10,29,228
474,2000,"PONTIAC","GRAND PRIX","MID-SIZE",3.10,6,"A4","X",11.60,29,223
475,2000,"PONTIAC","GRAND PRIX","MID-SIZE",3.80,6,"A4","X",12.00,29,228
476,2000,"PONTIAC","GRAND PRIX #","MID-SIZE",3.80,6,"A4","Z",13.40,26,251
477,2000,"PONTIAC","MONTANA","MINIVAN",3.40,6,"A4","X",12.50,26,246
478,2000,"PONTIAC","SUNFIRE","SUBCOMPACT",2.20,4,"A3","X",10.40,31,209
479,2000,"PONTIAC","SUNFIRE","SUBCOMPACT",2.20,4,"A4","X",10.20,32,200
480,2000,"PONTIAC","SUNFIRE","SUBCOMPACT",2.20,4,"M5","X",10.80,32,205
481,2000,"PONTIAC","SUNFIRE","SUBCOMPACT",2.40,4,"A4","X",11.00,30,216
482,2000,"PONTIAC","SUNFIRE","SUBCOMPACT",2.40,4,"M5","X",10.70,32,202
483,2000,"PORSCHE","911 CARRERA","MINICOMPACT",3.40,6,"AS5","Z",14.30,24,269
484,2000,"PORSCHE","911 CARRERA","MINICOMPACT",3.40,6,"M6","Z",13.80,25,264
485,2000,"PORSCHE","911 CARRERA 4","MINICOMPACT",3.40,6,"AS5","Z",14.30,24,274
486,2000,"PORSCHE","911 CARRERA 4","MINICOMPACT",3.40,6,"M6","Z",14.10,24,274
487,2000,"PORSCHE","BOXSTER","TWO-SEATER",2.70,6,"AS5","Z",13.70,25,262
488,2000,"PORSCHE","BOXSTER","TWO-SEATER",2.70,6,"M5","Z",13.40,25,260
489,2000,"PORSCHE","BOXSTER S","TWO-SEATER",3.20,6,"AS5","Z",14.20,24,274
490,2000,"PORSCHE","BOXSTER S","TWO-SEATER",3.20,6,"M6","Z",13.40,25,258
491,2000,"SAAB","9-3 TURBO","MID-SIZE",2.00,4,"A4","X",11.90,27,239
492,2000,"SAAB","9-3 TURBO","MID-SIZE",2.00,4,"M5","X",11.40,29,221
493,2000,"SAAB","9-3 TURBO","MID-SIZE",2.30,4,"M5","X",11.60,29,223
494,2000,"SAAB","9-5 TURBO","FULL-SIZE",2.30,4,"A4","X",12.40,27,242
495,2000,"SAAB","9-5 TURBO","FULL-SIZE",2.30,4,"M5","X",11.70,29,225
496,2000,"SAAB","9-5 TURBO","FULL-SIZE",3.00,6,"A4","X",12.70,26,246
497,2000,"SAAB","9-5 WAGON TURBO","STATION WAGON - MID-SIZE",2.30,4,"A4","X",12.40,27,242
498,2000,"SAAB","9-5 WAGON TURBO","STATION WAGON - MID-SIZE",2.30,4,"M5","X",11.70,29,225
499,2000,"SAAB","9-5 WAGON TURBO","STATION WAGON - MID-SIZE",3.00,6,"A4","X",12.70,26,246
500,2000,"SATURN","LS","MID-SIZE",2.20,4,"A4","X",10.50,31,207
501,2000,"SATURN","LS","MID-SIZE",2.20,4,"M5","X",10.80,32,205
502,2000,"SATURN","LS","MID-SIZE",3.00,6,"A4","X",11.80,28,235
503,2000,"SATURN","LW WAGON","STATION WAGON - MID-SIZE",2.20,4,"A4","X",10.70,31,212
504,2000,"SATURN","LW WAGON","STATION WAGON - MID-SIZE",3.00,6,"A4","X",11.80,28,235
505,2000,"SATURN","SC","SUBCOMPACT",1.90,4,"A4","X",8.80,38,172
506,2000,"SATURN","SC","SUBCOMPACT",1.90,4,"M5","X",8.50,40,163
507,2000,"SATURN","SC #","SUBCOMPACT",1.90,4,"A4","X",9.30,36,179
508,2000,"SATURN","SC #","SUBCOMPACT",1.90,4,"M5","X",9.00,38,172
509,2000,"SATURN","SL","COMPACT",1.90,4,"A4","X",8.80,38,170
510,2000,"SATURN","SL","COMPACT",1.90,4,"M5","X",8.00,42,156
511,2000,"SATURN","SL #","COMPACT",1.90,4,"A4","X",9.30,36,179
512,2000,"SATURN","SL #","COMPACT",1.90,4,"M5","X",9.00,38,172
513,2000,"SATURN","SW WAGON #","STATION WAGON - SMALL",1.90,4,"A4","X",9.30,36,179
514,2000,"SATURN","SW WAGON #","STATION WAGON - SMALL",1.90,4,"M5","X",9.00,38,172
515,2000,"SUBARU","FORESTER AWD","SUV",2.50,4,"A4","X",10.80,30,214
516,2000,"SUBARU","FORESTER AWD","SUV",2.50,4,"M5","X",11.00,30,216
517,2000,"SUBARU","IMPREZA AWD","SUBCOMPACT",2.20,4,"A4","X",10.30,31,207
518,2000,"SUBARU","IMPREZA AWD","SUBCOMPACT",2.20,4,"M5","X",10.40,31,207
519,2000,"SUBARU","IMPREZA AWD","SUBCOMPACT",2.50,4,"A4","X",10.40,31,209
520,2000,"SUBARU","IMPREZA AWD","SUBCOMPACT",2.50,4,"M5","X",11.30,29,223
521,2000,"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2.20,4,"A4","X",10.30,31,207
522,2000,"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2.20,4,"M5","X",10.40,31,207
523,2000,"SUBARU","LEGACY AWD","COMPACT",2.50,4,"A4","X",10.80,30,218
524,2000,"SUBARU","LEGACY AWD","COMPACT",2.50,4,"M5","X",11.00,29,221
525,2000,"SUBARU","LEGACY WAGON AWD","STATION WAGON - MID-SIZE",2.50,4,"A4","X",10.80,29,221
526,2000,"SUBARU","LEGACY WAGON AWD","STATION WAGON - MID-SIZE",2.50,4,"M5","X",11.00,29,221
527,2000,"SUZUKI","ESTEEM","SUBCOMPACT",1.60,4,"A4","X",8.60,37,175
528,2000,"SUZUKI","ESTEEM","SUBCOMPACT",1.60,4,"M5","X",7.60,42,154
529,2000,"SUZUKI","ESTEEM WAGON","STATION WAGON - SMALL",1.80,4,"A4","X",9.00,36,179
530,2000,"SUZUKI","ESTEEM WAGON","STATION WAGON - SMALL",1.80,4,"M5","X",8.30,39,168
531,2000,"SUZUKI","GRAND VITARA 4X4","SUV",2.50,6,"A4","X",12.60,25,264
532,2000,"SUZUKI","GRAND VITARA 4X4","SUV",2.50,6,"M5","X",12.30,25,255
533,2000,"SUZUKI","SWIFT","SUBCOMPACT",1.30,4,"A3","X",7.80,40,163
534,2000,"SUZUKI","SWIFT","SUBCOMPACT",1.30,4,"M5","X",6.40,50,131
535,2000,"SUZUKI","VITARA 4X4","SUV",2.00,4,"A4","X",10.30,30,216
536,2000,"SUZUKI","VITARA 4X4","SUV",2.00,4,"M5","X",10.40,30,218
537,2000,"SUZUKI","VITARA CONVERTIBLE 4X4","SUV",1.60,4,"M5","X",9.20,33,196
538,2000,"SUZUKI","VITARA CONVERTIBLE 4X4","SUV",2.00,4,"A4","X",10.30,30,218
539,2000,"SUZUKI","VITARA CONVERTIBLE 4X4","SUV",2.00,4,"M5","X",10.40,29,221
540,2000,"TOYOTA","4RUNNER 4X4","SUV",2.70,4,"A4","X",12.60,25,262
541,2000,"TOYOTA","4RUNNER 4X4","SUV",2.70,4,"M5","X",13.80,23,281
542,2000,"TOYOTA","4RUNNER 4X4","SUV",3.40,6,"A4","X",14.10,22,294
543,2000,"TOYOTA","4RUNNER 4X4","SUV",3.40,6,"M5","X",14.10,22,290
544,2000,"TOYOTA","AVALON","FULL-SIZE",3.00,6,"A4","X",11.20,30,218
545,2000,"TOYOTA","CAMRY","MID-SIZE",2.20,4,"A4","X",10.40,31,207
546,2000,"TOYOTA","CAMRY","MID-SIZE",2.20,4,"M5","X",10.00,33,198
547,2000,"TOYOTA","CAMRY","MID-SIZE",3.00,6,"A4","X",11.90,28,232
548,2000,"TOYOTA","CAMRY SOLARA","COMPACT",2.20,4,"A4","X",10.40,31,207
549,2000,"TOYOTA","CAMRY SOLARA","COMPACT",3.00,6,"A4","X",11.90,28,232
550,2000,"TOYOTA","CAMRY SOLARA","COMPACT",3.00,6,"M5","X",11.20,29,221
